month,day,hour,ghi,solar_zenith_angle,clearsky_ghi,relative_humidity,temperature
11,1,12,681,20.53,905,57.53,31.4
11,1,13,601,33.660000000000004,788,54.78,31.9
11,1,14,542,47.76,609,52.86,32.2
11,1,15,383,62.14,384,51.63,32.300000000000004
11,1,16,137,76.61,152,53.15,31.8
11,1,17,2,91.19,2,58.22,31.0
11,2,5,19,87.34,19,80.23,27.8
11,2,6,177,73.03,218,74.26,28.9
11,2,7,462,58.59,462,61.27,30.8
11,2,8,576,44.27,686,51.83,32.4
11,2,9,861,30.36,861,46.31,33.800000000000004
11,2,10,961,17.89,961,42.95,34.800000000000004
11,2,11,973,12.48,973,40.25,35.6
11,2,12,920,20.72,920,37.83,36.2
11,2,13,719,33.76,792,36.54,36.3
11,2,14,484,47.82,602,35.96,36.2
11,2,15,294,62.18,373,36.24,35.800000000000004
11,2,16,109,76.62,138,38.45,34.9
11,2,17,2,91.18,2,47.55,33.9
11,3,5,12,87.33,12,79.15,28.3
11,3,6,191,73.04,191,75.4,29.1
11,3,7,426,58.620000000000005,426,66.44,30.4
11,3,8,642,44.34,642,59.76,31.5
11,3,9,810,30.47,810,56.06,32.300000000000004
11,3,10,827,18.1,907,52.92,33.0
11,3,11,814,12.79,929,51.1,33.300000000000004
11,3,12,873,20.9,877,50.05,33.4
11,3,13,678,33.87,760,49.870000000000005,33.300000000000004
11,3,14,585,47.88,585,50.41,33.0
11,3,15,367,62.2,367,51.26,32.7
11,3,16,137,76.62,140,54.78,32.0
11,3,17,2,91.16,2,63.77,31.3
11,4,5,7,87.32000000000001,14,97.86,26.200000000000003
11,4,6,32,73.05,197,96.22,26.5
11,4,7,163,58.65,428,92.36,27.200000000000003
11,4,8,405,44.4,642,82.72,28.5
11,4,9,355,30.59,807,71.36,29.9
11,4,10,614,18.31,913,64.42,30.9
11,4,11,530,13.09,946,59.47,31.700000000000003
11,4,12,762,21.08,902,54.9,32.5
11,4,13,641,33.97,784,51.95,32.9
11,4,14,451,47.93,603,50.09,33.1
11,4,15,317,62.23,381,50.04,32.9
11,4,16,139,76.63,148,52.59,32.300000000000004
11,4,17,2,91.14,2,60.79,31.4
11,5,5,10,87.32000000000001,13,90.05,27.3
11,5,6,146,73.06,198,88.71000000000001,27.5
11,5,7,365,58.69,435,84.17,28.0
11,5,8,588,44.48,656,75.86,28.9
11,5,9,682,30.71,832,65.97,30.200000000000003
11,5,10,780,18.53,941,58.41,31.5
11,5,11,822,13.4,969,53.870000000000005,32.6
11,5,12,727,21.26,922,51.54,33.300000000000004
11,5,13,645,34.06,798,50.33,33.7
11,5,14,523,47.99,605,50.72,33.6
11,5,15,345,62.26,380,51.83,33.300000000000004
11,5,16,125,76.63,148,54.56,32.6
11,5,17,2,91.12,2,60.06,31.6
11,6,5,19,87.32000000000001,19,79.04,28.0
11,6,6,215,73.08,215,74.71000000000001,28.8
11,6,7,444,58.74,457,64.75,30.1
11,6,8,642,44.55,682,56.39,31.3
11,6,9,750,30.84,857,49.72,32.6
11,6,10,892,18.75,966,45.37,33.7
11,6,11,951,13.69,1000,42.82,34.5
11,6,12,778,21.43,947,41.16,35.1
11,6,13,686,34.160000000000004,818,40.58,35.300000000000004
11,6,14,559,48.04,628,40.55,35.300000000000004
11,6,15,398,62.28,398,41.62,34.9
11,6,16,158,76.63,158,44.38,34.1
11,6,17,3,91.1,3,52.66,32.7
11,7,5,18,87.32000000000001,18,85.22,27.9
11,7,6,209,73.11,212,80.18,28.8
11,7,7,426,58.79,450,68.8,30.200000000000003
11,7,8,649,44.63,668,58.91,31.700000000000003
11,7,9,712,30.97,837,52.81,33.0
11,7,10,903,18.96,938,48.34,34.1
11,7,11,841,13.98,962,44.91,35.0
11,7,12,877,21.61,915,42.55,35.6
11,7,13,663,34.25,793,41.12,35.9
11,7,14,572,48.08,613,40.6,35.9
11,7,15,363,62.3,384,41.06,35.6
11,7,16,143,76.62,149,42.84,34.9
11,7,17,2,91.07,2,49.71,33.9
11,8,5,13,87.32000000000001,13,74.76,29.200000000000003
11,8,6,194,73.13,194,71.12,30.0
11,8,7,419,58.84,426,64.43,31.0
11,8,8,574,44.71,640,59.57,31.9
11,8,9,723,31.1,807,56.67,32.6
11,8,10,827,19.18,909,53.94,33.300000000000004
11,8,11,820,14.27,938,51.97,33.7
11,8,12,787,21.78,890,50.1,34.1
11,8,13,678,34.34,770,49.32,34.2
11,8,14,334,48.13,585,49.59,34.0
11,8,15,44,62.31,367,50.69,33.6
11,8,16,72,76.61,139,54.11,32.800000000000004
11,8,17,2,91.04,2,61.55,32.1
11,9,5,3,87.33,13,86.75,28.1
11,9,6,19,73.16,197,87.52,28.1
11,9,7,74,58.89,427,85.53,28.5
11,9,8,120,44.8,642,78.67,29.1
11,9,9,258,31.23,809,70.95,29.700000000000003
11,9,10,316,19.41,911,65.96000000000001,30.200000000000003
11,9,11,322,14.56,939,62.440000000000005,30.6
11,9,12,343,21.94,894,59.75,31.0
11,9,13,323,34.42,778,58.89,31.1
11,9,14,440,48.17,598,58.81,31.1
11,9,15,277,62.32,380,59.25,31.0
11,9,16,86,76.60000000000001,150,61.32,30.5
11,9,17,2,91.01,2,67.25,29.8
11,10,5,8,87.34,16,87.46000000000001,27.3
11,10,6,32,73.2,205,85.29,27.700000000000003
11,10,7,220,58.95,441,78.95,28.5
11,10,8,382,44.89,657,71.53,29.4
11,10,9,544,31.37,828,64.22,30.4
11,10,10,672,19.63,929,57.56,31.4
11,10,11,754,14.83,953,52.76,32.300000000000004
11,10,12,743,22.11,906,49.53,33.0
11,10,13,675,34.51,783,47.32,33.5
11,10,14,536,48.21,602,46.22,33.7
11,10,15,337,62.33,379,46.49,33.5
11,10,16,139,76.59,149,49.02,32.9
11,10,17,2,90.97,2,57.36,32.1
11,11,5,5,87.35000000000001,16,82.56,28.0
11,11,6,51,73.23,204,80.62,28.5
11,11,7,212,59.01,434,75.72,29.4
11,11,8,531,44.98,649,69.49,30.4
11,11,9,693,31.51,820,62.620000000000005,31.4
11,11,10,925,19.85,925,58.0,32.300000000000004
11,11,11,958,15.11,958,54.16,33.1
11,11,12,910,22.27,910,51.120000000000005,33.7
11,11,13,726,34.59,788,48.78,34.1
11,11,14,554,48.25,603,47.49,34.2
11,11,15,377,62.34,380,47.72,33.9
11,11,16,53,76.57000000000001,149,51.07,33.2
11,11,17,2,90.93,2,58.56,32.300000000000004
11,12,5,10,87.37,14,81.83,27.9
11,12,6,197,73.27,197,79.47,28.4
11,12,7,425,59.08,425,73.89,29.3
11,12,8,574,45.08,633,67.49,30.200000000000003
11,12,9,688,31.65,796,62.35,31.0
11,12,10,822,20.07,900,58.85,31.6
11,12,11,814,15.37,936,56.0,32.1
11,12,12,757,22.43,894,53.93,32.4
11,12,13,572,34.67,778,52.47,32.6
11,12,14,491,48.28,597,52.23,32.6
11,12,15,222,62.34,378,53.2,32.300000000000004
11,12,16,141,76.55,150,56.23,31.6
11,12,17,2,90.89,2,63.07,30.5
11,13,5,4,87.39,15,85.12,27.5
11,13,6,13,73.32000000000001,199,82.5,28.3
11,13,7,28,59.14,433,76.15,29.4
11,13,8,190,45.18,647,69.13,30.5
11,13,9,386,31.79,816,63.3,31.3
11,13,10,331,20.29,924,58.97,31.9
11,13,11,332,15.64,955,55.25,32.4
11,13,12,554,22.58,909,52.36,32.800000000000004
11,13,13,364,34.74,789,50.55,33.0
11,13,14,496,48.31,609,49.97,32.9
11,13,15,359,62.34,386,50.79,32.5
11,13,16,151,76.53,155,54.08,31.6
11,13,17,3,90.84,3,61.33,30.5
11,14,5,11,87.42,12,91.71,26.200000000000003
11,14,6,107,73.36,187,88.79,26.9
11,14,7,97,59.21,417,81.67,28.1
11,14,8,220,45.28,628,73.56,29.200000000000003
11,14,9,463,31.94,796,67.95,30.1
11,14,10,513,20.51,902,64.88,30.6
11,14,11,699,15.89,933,62.93,30.9
11,14,12,568,22.73,889,61.6,31.1
11,14,13,433,34.81,777,60.55,31.3
11,14,14,496,48.34,600,60.32,31.3
11,14,15,350,62.34,381,61.45,31.0
11,14,16,18,76.5,151,65.41,30.200000000000003
11,14,17,1,90.23,3,72.7,29.200000000000003
11,15,5,14,87.44,14,91.88,26.6
11,15,6,165,73.42,194,88.25,27.200000000000003
11,15,7,261,59.29,423,80.63,28.3
11,15,8,562,45.38,636,71.41,29.6
11,15,9,582,32.09,800,65.94,30.5
11,15,10,680,20.73,900,62.9,31.1
11,15,11,651,16.14,930,60.27,31.700000000000003
11,15,12,651,22.87,883,58.42,32.1
11,15,13,409,34.88,765,56.93,32.4
11,15,14,518,48.36,590,56.13,32.5
11,15,15,304,62.33,370,56.45,32.300000000000004
11,15,16,132,76.47,146,58.56,31.700000000000003
11,15,17,2,90.19,2,64.35,30.700000000000003
11,16,5,12,87.47,12,83.22,27.5
11,16,6,135,73.47,188,79.43,28.5
11,16,7,298,59.370000000000005,415,70.29,30.0
11,16,8,475,45.49,624,63.13,31.200000000000003
11,16,9,455,32.24,793,59.24,32.1
11,16,10,636,20.95,894,56.56,32.7
11,16,11,393,16.39,924,53.94,33.300000000000004
11,16,12,530,23.01,881,51.82,33.7
11,16,13,617,34.94,759,50.89,33.800000000000004
11,16,14,276,48.38,578,51.39,33.5
11,16,15,126,62.32,362,53.42,32.9
11,16,16,122,76.44,138,58.93,31.8
11,16,17,2,90.14,2,70.10000000000001,30.5
11,17,5,7,87.51,9,97.58,26.4
11,17,6,38,73.53,174,96.68,26.5
11,17,7,154,59.45,397,94.79,26.6
11,17,8,296,45.6,601,94.22,26.8
11,17,9,365,32.39,766,93.12,26.9
11,17,10,630,21.16,868,89.14,27.200000000000003
11,17,11,649,16.63,904,84.64,27.6
11,17,12,577,23.15,867,81.99,27.8
11,17,13,375,35.0,759,81.24,27.8
11,17,14,351,48.4,587,82.47,27.5
11,17,15,229,62.31,376,85.26,27.1
11,17,16,83,76.4,152,90.27,26.700000000000003
11,17,17,3,90.08,3,91.74,26.5
11,18,5,3,87.54,19,91.68,25.6
11,18,6,29,73.59,210,93.02,25.8
11,18,7,80,59.53,447,94.32,26.1
11,18,8,83,45.71,665,93.75,26.5
11,18,9,228,32.55,835,89.28,27.0
11,18,10,253,21.38,940,81.41,27.700000000000003
11,18,11,503,16.87,971,75.51,28.200000000000003
11,18,12,740,23.28,926,72.29,28.5
11,18,13,795,35.06,808,70.76,28.6
11,18,14,628,48.41,628,70.45,28.5
11,18,15,405,62.29,405,70.62,28.3
11,18,16,169,76.36,169,72.24,27.9
11,18,17,5,90.04,5,77.79,27.3
11,19,5,6,87.58,18,92.91,25.6
11,19,6,62,73.65,209,90.72,26.3
11,19,7,94,59.620000000000005,448,84.46000000000001,27.4
11,19,8,353,45.82,667,74.2,28.8
11,19,9,583,32.7,840,66.5,30.0
11,19,10,584,21.59,940,61.33,31.0
11,19,11,417,17.1,960,56.91,31.9
11,19,12,420,23.41,921,53.18,32.6
11,19,13,233,35.11,804,50.44,33.0
11,19,14,426,48.42,623,48.65,33.2
11,19,15,400,62.27,400,48.46,33.0
11,19,16,166,76.32000000000001,166,51.51,32.300000000000004
11,19,17,4,89.99,4,59.06,31.4
11,20,5,9,87.63,15,85.86,27.1
11,20,6,91,73.72,198,84.11,27.700000000000003
11,20,7,196,59.7,430,77.34,28.8
11,20,8,414,45.94,647,68.49,29.8
11,20,9,628,32.85,821,62.120000000000005,30.8
11,20,10,704,21.8,933,57.84,31.700000000000003
11,20,11,721,17.32,969,54.25,32.5
11,20,12,702,23.53,929,50.97,33.2
11,20,13,723,35.160000000000004,813,48.77,33.6
11,20,14,589,48.42,632,47.96,33.6
11,20,15,408,62.25,408,48.38,33.300000000000004
11,20,16,130,76.27,170,51.48,32.6
11,20,17,4,89.93,5,59.83,31.5
11,21,5,11,87.67,16,92.12,26.6
11,21,6,198,73.79,202,90.97,26.700000000000003
11,21,7,336,59.8,433,87.63,27.0
11,21,8,228,46.06,647,82.87,27.3
11,21,9,334,33.01,812,79.94,27.5
11,21,10,194,22.01,916,77.9,27.700000000000003
11,21,11,104,17.54,946,76.82000000000001,27.8
11,21,12,84,23.65,905,75.39,27.9
11,21,13,174,35.2,790,74.3,28.0
11,21,14,194,48.42,615,74.04,28.0
11,21,15,122,62.22,398,75.55,27.700000000000003
11,21,16,36,76.22,168,80.72,27.200000000000003
11,21,17,2,89.87,5,84.43,26.700000000000003
11,22,5,5,87.72,19,96.12,25.0
11,22,6,51,73.86,211,94.74,25.4
11,22,7,281,59.89,447,93.86,25.9
11,22,8,558,46.18,664,86.75,27.0
11,22,9,691,33.17,835,74.29,28.5
11,22,10,783,22.22,942,67.07000000000001,29.6
11,22,11,794,17.75,976,63.51,30.200000000000003
11,22,12,734,23.77,932,60.83,30.700000000000003
11,22,13,574,35.24,816,59.79,30.8
11,22,14,492,48.42,637,59.39,30.8
11,22,15,328,62.190000000000005,414,60.99,30.4
11,22,16,93,76.17,177,65.08,29.9
11,22,17,5,89.81,6,70.9,29.200000000000003
11,23,5,12,87.78,19,88.04,26.3
11,23,6,201,73.93,214,87.69,26.6
11,23,7,367,59.99,449,82.99,27.200000000000003
11,23,8,542,46.3,666,79.2,27.700000000000003
11,23,9,697,33.32,836,76.07000000000001,28.200000000000003
11,23,10,942,22.42,942,72.99,28.700000000000003
11,23,11,973,17.95,973,70.5,29.1
11,23,12,931,23.87,931,68.9,29.3
11,23,13,818,35.28,818,67.26,29.5
11,23,14,644,48.42,644,66.39,29.5
11,23,15,421,62.16,421,65.78,29.4
11,23,16,181,76.12,181,67.34,29.0
11,23,17,7,89.75,7,72.13,28.4
11,24,5,18,87.83,18,87.16,25.9
11,24,6,210,74.01,210,82.63,27.1
11,24,7,449,60.09,449,71.10000000000001,28.9
11,24,8,667,46.42,667,62.25,30.4
11,24,9,819,33.480000000000004,839,57.4,31.5
11,24,10,949,22.62,949,54.29,32.4
11,24,11,988,18.15,988,52.04,33.1
11,24,12,944,23.98,944,50.74,33.5
11,24,13,826,35.31,826,49.93,33.7
11,24,14,643,48.41,643,49.52,33.7
11,24,15,419,62.120000000000005,419,50.4,33.300000000000004
11,24,16,181,76.06,181,53.05,32.6
11,24,17,6,89.69,6,59.89,31.4
11,25,5,19,87.89,19,91.04,26.4
11,25,6,217,74.09,217,84.47,27.700000000000003
11,25,7,458,60.19,458,73.05,29.4
11,25,8,678,46.55,678,64.32000000000001,31.0
11,25,9,849,33.64,849,57.79,32.300000000000004
11,25,10,948,22.82,948,53.42,33.300000000000004
